"","area_resultado","programa","acao","sub_acao","quantificacao_meta","quantificacao_executada","relacao_fisica","relacao_fisica_agrupamento","valor_orcado","valor_empenhado","relacao_financeira","relacao_financeira_agrupamento","eficacia","programa_tipo","nome_uo","funcao","subfuncao","nome_programa","nome_acao","nome_sub_acao","nome_produto"
"75",6,85,2900,4,2000,3002,1.501,"1.3 a 2.0",10000,48333,4.8333,"Acima de 2.0",0.310553878545761,"Associado","EMPRESA DE INFORMÁTICA E INFORMAÇÃO DO MUNICÍPIO DE BELO HORIZONTE","Ciência e Tecnologia","Administração Geral","Gestão da Política de Tecnologia da Informação e Comunicação","Serviços Administrativos e Financeiros","Formação e Capacitação em Tecnologia da Informação","Pessoa capacitada"
"76",7,226,1207,3,314,1134,3.61146496815287,"Acima de 2.0",72749549,2616000,0.0359589858075959,"0.01 a 0.4",100.432891845703,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Habitação","Produção de Moradias","Produção de Moradias do Programa Minha Casa Minha Vida","Unidade habitacional entregue"
"77",6,88,3107,1,0,0,-1,"N�o h� meta",4433741,3260271,0.735331856326294,"0.7 a 1.3",0,"Associado","ENCARGOS GERAIS DO MUNICÍPIO DA SECRETARIA MUNICIPAL DE FINANÇAS","Encargos Especiais","Outros Encargos Especiais","Encargos Financeiros Municipais","Encargos Financeiros e Restituições Fiscais","Encargos Financeiros e Restituições Fiscais","Serviços Administrativos"
"78",2,140,2046,6,106,106,1,"0.7 a 1.3",761666,440528,0.578374248029976,"0.4 a 0.7",1.72898435592651,"Associado","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Educação de Jovens e Adultos","Gestão e Operacionalização da Política Educacional","Gestão Descentralizada da Educação","PAP - Projeto de Ação Pedagógica - EJA ( META NÃO CUMULATIVA )","Escola contemplada"
"79",8,93,2334,20,7,16,2.28571428571429,"Acima de 2.0",10000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE GESTÃO COMPARTILHADA","Administração","Administração Geral","Articulação de Políticas","Gestão Compartilhada e Participação Social","Programa de Comunicação para os Conselhos","Material informativo produzido"
"80",10,234,2403,9,1,1,1,"0.7 a 1.3",229160,225160,0.982544946762088,"0.7 a 1.3",1.01776516437531,"Sustentador","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","BH Cidadania  e o SUAS - Sistema Único de Assistência Social","Serviço de Proteção Social Especial de Alta Complexidade","Acompanhamento do Serviço de Famílias Acolhedoras ( META NÃO CUMULATIVA )","Atividade realizada"
"81",3,212,2844,2,0,0,-1,"N�o h� meta",0,261264,-1,"N�o h� meta",0,"Sustentador","FUNDO MUNICIPAL DE TRANSPORTES URBANOS","Transporte","Serviços Urbanos","Gestão Inteligente da Mobilidade","Gestão Inteligente da Mobilidade","Implantação do Centro de Operações da Prefeitura - COP","COP em operação"
"82",6,85,2604,3,0,0,-1,"N�o h� meta",471000,0,0,"N�o h� execu��o",0,"Associado","EMPRESA DE INFORMÁTICA E INFORMAÇÃO DO MUNICÍPIO DE BELO HORIZONTE","Ciência e Tecnologia","Tecnologia da Informação","Gestão da Política de Tecnologia da Informação e Comunicação","Centro de Recondicionamento de Computadores","Qualificação em TIC - Tecnologia da Informação e Comunicação","Serviços Administrativos"
"83",1,241,2873,1,0,0,-1,"N�o h� meta",50000,86845,1.7369,"1.3 a 2.0",0,"Sustentador","SECRETARIA MUNICIPAL DE GOVERNO","Assistência Social","Assistência Comunitária","Recomeço","Apoio às Ações de Políticas sobre Drogas","Apoio as Ações de Políticas sobre Drogas","Serviços Administrativos"
"84",5,217,2853,11,100,281,2.81,"Acima de 2.0",0,0,-1,"N�o h� meta",-1,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE DESENVOLVIMENTO ECONÔMICO","Administração","Administração Geral","Promoção e Atração de Investimentos","Fomento ao Desenvolvimento Econômico","BH Negócios - Novos postos de trabalho gerados com o Programa","Novos postos de trabalho gerados"
"85",9,73,2794,1,330000,330000,1,"0.7 a 1.3",1365287,984378,0.721004448148997,"0.7 a 1.3",1.38695394992828,"Associado","FUNDAÇÃO ZOO-BOTÂNICA DE BELO HORIZONTE","Gestão Ambiental","Preservação e Conservação Ambiental","Preservação e Conservação da Fauna e Flora","Administração do Parque Ecológico da Pampulha","Manutenção e Monitoramento do Parque Ecológico da Pampulha ( META NÃO CUMULATIVA )","Àrea conservada"
"86",6,26,2174,1,0,0,-1,"N�o h� meta",3631600,3041261,0.837443826412601,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE GESTÃO PREVIDENCIÁRIA","Previdência Social","Administração Geral","Gestão Previdenciária Municipal","Gerenciamento do Sistema de Previdência","Gerenciamento do Sistema de Previdência","Serviços Administrativos"
"87",10,101,2106,3,0,0,-1,"N�o h� meta",7683400,8380507,1.09072897415207,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL DE ESPORTE E LAZER","Desporto e Lazer","Desporto Comunitário","Promoção e Democratização das Práticas de Esportes e Lazer","Gestão da Política de Esporte e Lazer","Serviços Administrativos e Financeiros","Serviços Administrativos"
"88",10,113,2334,28,900,2534,2.81555555555556,"Acima de 2.0",150000,0,0,"N�o h� execu��o",-1,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Gestão da Política de Assistência Social","Gestão Compartilhada e Participação Social","Ampliação da participação popular nos conselhos regionais de assistência social CORAS","Participantes"
"89",6,12,2548,11,24,24,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","CORREGEDORIA-GERAL DO MUNICÍPIO","Administração","Controle Interno","Gestão do Sistema de Controle Interno","Serviços de Controles Disciplinares","Defesa Técnica do Servidor no Processo Disciplinar","Relatório emitido"
"90",6,105,2652,1,0,0,-1,"N�o h� meta",10977136,10859441,0.989278168731808,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL  DE FINANÇAS","Administração","Administração de Receitas","Gestão da Política Fiscal Municipal","Coordenação Superior das Finanças","Serviços Administrativos e Financeiros","Serviços Administrativos"
"91",6,1,2002,1,0,0,-1,"N�o h� meta",50000,47713,0.95426,"0.7 a 1.3",0,"Associado","CÂMARA MUNICIPAL","Legislativa","Ação Legislativa","Atuação Legislativa da Câmara Municipal","Divulgação de Interesse Público e Oficial","Divulgação de Interesse Público e Oficial","Serviços Administrativos"
"92",11,146,2900,1,0,0,-1,"N�o h� meta",10478400,11645499,1.11138141319285,"0.7 a 1.3",0,"Associado","FUNDAÇÃO MUNICIPAL DE CULTURA","Cultura","Administração Geral","Gestão da Política Cultural","Serviços Administrativos e Financeiros","Serviços Administrativos e Financeiros","Serviços Administrativos"
"93",10,236,2819,6,0,0,-1,"N�o h� meta",300000,139692,0.46564,"0.4 a 0.7",0,"Sustentador","SECRETARIA MUNICIPAL DE GOVERNO","Direitos da Cidadania","Direitos Individuais, Coletivos e Difusos","Direito de Todos","Apoio à Promoção das Políticas da Juventude","Operacionalização do Centro de Referência da Juventude","Serviços Administrativos"
"94",2,207,2041,3,3000,3230,1.07666666666667,"0.7 a 1.3",850000,25354,0.0298282352941176,"0.01 a 0.4",36.0955505371094,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Melhoria da Qualidade da Educação","Formação para Profissionais da Educação","Formação dos Professores do Ensino Fundamental em Cursos/Oficinas Específicas para Alfabetização e Matemática ( META NÃO CUMULATIVA )","Participações"
"95",6,148,2900,1,0,0,-1,"N�o h� meta",6982200,10393704,1.48860015467904,"1.3 a 2.0",0,"Associado","SECRETARIA MUNICIPAL DE PLANEJAMENTO, ORÇAMENTO E INFORMAÇÃO","Administração","Planejamento e Orçamento","Gestão do Planejamento, Orçamento e Informação","Serviços Administrativos e Financeiros","Serviços Administrativos e Financeiros","Serviços Administrativos"
"96",9,59,2597,2,100,100,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE REGULAÇÃO URBANA","Urbanismo","Serviços Urbanos","Gerenciamento do Controle Urbano","Informações Urbanas e Assessoramento Técnico à Sociedade","Elaboração de Cartilhas Sobre Legislação Urbanística ( META NÃO CUMULATIVA )","Cartilhas atualizadas"
"97",4,84,2035,1,0,0,-1,"N�o h� meta",57661000,55569358,0.963725186868074,"0.7 a 1.3",0,"Associado","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Urbanismo","Infra-Estrutura Urbana","Serviços  de Iluminação Pública","Controle das Operações de Iluminação Pública","Controle das Operações de Iluminação Pública","Serviços Administrativos"
"98",10,101,2866,8,3,3,1,"0.7 a 1.3",27000,13950,0.516666666666667,"0.4 a 0.7",1.93548381328583,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE ESPORTES","Desporto e Lazer","Desporto de Rendimento","Promoção e Democratização das Práticas de Esportes e Lazer","Esporte de Rendimento","Realização de Eventos Esportivos","Evento realizado"
"99",2,140,2700,16,1,1,1,"0.7 a 1.3",430000,209897,0.488132558139535,"0.4 a 0.7",2.04862380027771,"Associado","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Gestão e Operacionalização da Política Educacional","Operação e Manutenção da Educação","Fórum Mineiro de Educação Integrada ( META NÃO CUMULATIVA )","Evento realizado"
"100",10,101,2869,3,300,305,1.01666666666667,"0.7 a 1.3",102500,55313,0.539639024390244,"0.4 a 0.7",1.88397538661957,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE LAZER","Desporto e Lazer","Lazer","Promoção e Democratização das Práticas de Esportes e Lazer","Programas e Atividades de Lazer","Recrear","Atividade realizada"
"101",2,206,2702,7,11,11,1,"0.7 a 1.3",19292000,15308808,0.793531411984242,"0.7 a 1.3",1.26018953323364,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Expansão da Escola Integrada","Gestão do Programa Escola Integrada","Consolidação e Ampliação de Parcerias ( META NÃO CUMULATIVA )","convênio ampliado/renovado"
"102",5,237,2404,1,2000,2156,1.078,"0.7 a 1.3",3794839,3184649,0.839205299618772,"0.7 a 1.3",1.28454864025116,"Sustentador","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Qualificação, Profissionalização e Emprego","Ações de Qualificação, Profissionalização e Emprego","Disponibilização de Vagas para o Programa Municipal de Qualificação, Emprego e Renda","Vaga disponibilizada"
"103",10,101,2869,1,0,0,-1,"N�o h� meta",2381400,2246248,0.943246829596036,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE LAZER","Desporto e Lazer","Lazer","Promoção e Democratização das Práticas de Esportes e Lazer","Programas e Atividades de Lazer","Programas e Atividades de Lazer","Serviços Administrativos"
"104",2,140,2317,2,0,0,-1,"N�o h� meta",751760,1290,0.00171597318293072,"0.01 a 0.4",0,"Associado","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Administração Geral","Gestão e Operacionalização da Política Educacional","Gestão Administrativa e Pedagógica","Gestão Pedagógica","Serviços Administrativos"
"105",6,7,2900,1,0,0,-1,"N�o h� meta",6102206,5885470,0.964482352775373,"0.7 a 1.3",0,"Apoio Administrativo","SECRETARIA DE ADMINISTRAÇÃO  REGIONAL MUNICIPAL  NOROESTE","Administração","Administração Geral","Apoio Administrativo e Financeiro","Serviços Administrativos e Financeiros","Serviços Administrativos e Financeiros","Serviços Administrativos"
"106",9,57,2584,6,0,0,-1,"N�o h� meta",5000,0,0,"N�o h� execu��o",0,"Associado","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Urbanismo","Serviços Urbanos","Gestão da Política Urbana","Apoio Operacional de Investimentos Municipais","Apoio aos Serviços de Obras","Serviços Administrativos"
"107",10,132,2900,1,0,0,-1,"N�o h� meta",7134365,6442583,0.903035238595166,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Assistência Social","Administração Geral","Gestão da Política Municipal de Segurança Alimentar e Nutricional","Serviços Administrativos e Financeiros","Serviços Administrativos e Financeiros","Serviços Administrativos"
"108",1,203,2894,10,24,26,1.08333333333333,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Sustentador","FUNDO MUNICIPAL DE SAÚDE","Saúde","Assistência Hospitalar e Ambulatorial","Melhoria do Atendimento Hospitalar e Especializado","Rede Hospitalar","Ampliação do Serviço de Atenção Domiciliar (SAD) ( META NÃO CUMULATIVA )","Equipe existente"
"109",10,236,2331,4,5,10,2,"1.3 a 2.0",3000,0,0,"N�o h� execu��o",-1,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Assistência Social","Alimentação e Nutrição","Direito de Todos","Centro de Referência em Segurança Alimentar e Nutricional Sustentável","Campanhas Educativas de Mobilização Social","Campanha realizada"
"110",8,227,2334,5,6,7,1.16666666666667,"0.7 a 1.3",35000,4550,0.13,"0.01 a 0.4",8.97435855865479,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE GESTÃO COMPARTILHADA","Administração","Administração Geral","Orçamento Participativo e Gestão Compartilhada","Gestão Compartilhada e Participação Social","Formação Continuada de Conselheiros Municipais e de Lideranças Comunitárias","Formação Realizada"
"111",6,7,2900,1,0,0,-1,"N�o h� meta",3134200,2656116,0.847462191308787,"0.7 a 1.3",0,"Apoio Administrativo","SECRETARIA MUNICIPAL ADJUNTA DE GESTÃO ADMINISTRATIVA","Administração","Administração Geral","Apoio Administrativo e Financeiro","Serviços Administrativos e Financeiros","Serviços Administrativos e Financeiros","Serviços Administrativos"
"112",10,236,2331,1,50,50,1,"0.7 a 1.3",2000,1560,0.78,"0.7 a 1.3",1.28205132484436,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Assistência Social","Alimentação e Nutrição","Direito de Todos","Centro de Referência em Segurança Alimentar e Nutricional Sustentável","Implantação do Centro Metropolitano de Referência em Segurança Alimentar e Nutricional Sustentável","Centro implantado"
"113",8,93,2334,19,24,24,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE GESTÃO COMPARTILHADA","Administração","Administração Geral","Articulação de Políticas","Gestão Compartilhada e Participação Social","Avaliação e Monitoramento dos Conselhos ( META NÃO CUMULATIVA )","Conselho monitorado"
"114",4,109,2791,1,2250,2389,1.06177777777778,"0.7 a 1.3",2484200,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL DE SEGURANÇA URBANA E PATRIMONIAL","Segurança Pública","Policiamento","Gestão da Segurança Pública e Patrimonial","Capacitação e Reciclagem da Guarda Municipal de Belo Horizonte","Capacitação e Reciclagem da Guarda Municipal de Belo Horizonte","Servidor capacitado"
"115",1,241,2873,5,0,0,-1,"N�o h� meta",15000,5468,0.364533333333333,"0.01 a 0.4",0,"Sustentador","SECRETARIA MUNICIPAL DE GOVERNO","Assistência Social","Assistência Comunitária","Recomeço","Apoio às Ações de Políticas sobre Drogas","Suporte Técnico e Administrativo ao Conselho Municipal de Políticas sobre Drogas","Serviços Administrativos"
"116",6,7,2110,1,0,0,-1,"N�o h� meta",2204500,1329856,0.603246087548197,"0.4 a 0.7",0,"Apoio Administrativo","SECRETARIA MUNICIPAL ADJUNTA DE GESTÃO ADMINISTRATIVA","Administração","Administração Geral","Apoio Administrativo e Financeiro","Administração do Patrimônio Municipal","Administração do Patrimônio Municipal","Serviços Administrativos"
"117",6,105,2771,1,0,0,-1,"N�o h� meta",4717900,4524720,0.959053816316581,"0.7 a 1.3",0,"Associado","CONTADORIA-GERAL DO MUNICÍPIO","Administração","Administração Geral","Gestão da Política Fiscal Municipal","Gestão Contábil Municipal","Gestão Contábil Municipal","Serviços Administrativos"
"118",2,206,2702,12,180000,658848,3.66026666666667,"Acima de 2.0",2538251,2453299,0.9665312847311,"0.7 a 1.3",3.78701305389404,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Expansão da Escola Integrada","Gestão do Programa Escola Integrada","Projeto BH para Crianças","Participações"
"119",10,113,2348,6,850,1044,1.22823529411765,"0.7 a 1.3",10500,0,0,"N�o h� execu��o",-1,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Gestão da Política de Assistência Social","Gestão, Comunicação e Mobilização Social","Capacitação de Profissionais de Entidades Socioassistenciais","Pessoa capacitada"
"120",4,164,2541,3,89,168,1.8876404494382,"1.3 a 2.0",2800,7900,2.82142857142857,"Acima de 2.0",0.669037103652954,"Associado","COORDENADORIA MUNICIPAL DE DEFESA CIVIL","Segurança Pública","Defesa Civil","Ações de Defesa Civil","Ações de Defesa Civil Preventivas e Emergenciais","Manutenção e Modernização do Centro de Monitoramento e Alerta de Riscos","Alerta emitido a 100% dos núcleos mobilizados"
"121",9,57,2566,18,1,1,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE PLANEJAMENTO URBANO","Urbanismo","Serviços Urbanos","Gestão da Política Urbana","Coordenação do Planejamento Urbano","Projetos de Estruturação e Desenho Urbano","Projeto elaborado/gerenciado"
"122",6,7,2900,8,156,156,1,"0.7 a 1.3",897250,810760,0.903605461131234,"0.7 a 1.3",1.10667765140533,"Apoio Administrativo","SECRETARIA DE ADMINISTRAÇÃO REGIONAL MUNICIPAL CENTRO-SUL","Administração","Administração Geral","Apoio Administrativo e Financeiro","Serviços Administrativos e Financeiros","Feiras Permanentes de Artes, Artesanato e Produtores de Variedades de Belo Horizonte","Feira realizada"
"123",10,20,2878,2,296,296,1,"0.7 a 1.3",115593,47732,0.412931578901837,"0.4 a 0.7",2.42170858383179,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Proteção Social Especial","Serviço de Proteção Especial de Média Complexidade","Acompanhamento Sócio Familiar / Bolsa Moradia ( META NÃO CUMULATIVA )","Família acompanhada"
